Date,Close
,AAPL
2014-01-02,17.192821502685547
2014-01-03,16.815168380737305
2014-01-06,16.906858444213867
2014-01-07,16.785947799682617
2014-01-08,16.892255783081055
2014-01-09,16.67654037475586
2014-01-10,16.56525993347168
2014-01-13,16.651988983154297
2014-01-14,16.983322143554688
2014-01-15,17.324296951293945
2014-01-16,17.227638244628906
2014-01-17,16.80552864074707
2014-01-21,17.066627502441406
2014-01-22,17.142465591430664
2014-01-23,17.287630081176758
2014-01-24,16.973384857177734
2014-01-27,17.11107635498047
2014-01-28,15.743432998657227
2014-01-29,15.56471061706543
2014-01-30,15.534557342529297
2014-01-31,15.560046195983887
2014-02-03,15.58895206451416
2014-02-04,15.814605712890625
2014-02-05,15.932723045349121
2014-02-06,16.025590896606445
2014-02-07,16.249794006347656
2014-02-10,16.54090690612793
2014-02-11,16.75885009765625
2014-02-12,16.75760269165039
2014-02-13,17.023698806762695
2014-02-14,17.009937286376953
2014-02-18,17.072481155395508
2014-02-19,16.80293846130371
2014-02-20,16.608440399169922
2014-02-21,16.423961639404297
2014-02-24,16.49587631225586
2014-02-25,16.324214935302734
2014-02-26,16.17693519592285
2014-02-27,16.499631881713867
2014-02-28,16.454919815063477
2014-03-03,16.5024356842041
2014-03-04,16.611265182495117
2014-03-05,16.646284103393555
2014-03-06,16.595937728881836
2014-03-07,16.58625030517578
2014-03-10,16.601259231567383
2014-03-11,16.762910842895508
2014-03-12,16.7791748046875
2014-03-13,16.592815399169922
2014-03-14,16.406448364257812
2014-03-17,16.470552444458008
2014-03-18,16.616262435913086
2014-03-19,16.61188316345215
2014-03-20,16.531841278076172
2014-03-21,16.662235260009766
2014-03-24,16.85984230041504
2014-03-25,17.04120635986328
2014-03-26,16.8782958984375
2014-03-27,16.80575180053711
2014-03-28,16.78699493408203
2014-03-31,16.783239364624023
2014-04-01,16.936769485473633
2014-04-02,16.964906692504883
2014-04-03,16.84734535217285
2014-04-04,16.629390716552734
2014-04-07,16.368303298950195
2014-04-08,16.367368698120117
2014-04-09,16.582494735717773
2014-04-10,16.368616104125977
2014-04-11,16.247610092163086
2014-04-14,16.312334060668945
2014-04-15,16.196012496948242
2014-04-16,16.228845596313477
2014-04-17,16.41427230834961
2014-04-21,16.609073638916016
2014-04-22,16.625646591186523
2014-04-23,16.408336639404297
2014-04-24,17.75351333618164
2014-04-25,17.8839111328125
2014-04-28,18.576515197753906
2014-04-29,18.521480560302734
2014-04-30,18.451425552368164
2014-05-01,18.494895935058594
2014-05-02,18.529293060302734
2014-05-05,18.79132843017578
2014-05-06,18.586511611938477
2014-05-07,18.521480560302734
2014-05-08,18.488460540771484
2014-05-09,18.411422729492188
2014-05-12,18.640644073486328
2014-05-13,18.669883728027344
2014-05-14,18.6733455657959
2014-05-15,18.51456069946289
2014-05-16,18.787799835205078
2014-05-19,19.010419845581055
2014-05-20,19.01418685913086
2014-05-21,19.06450653076172
2014-05-22,19.094690322875977
2014-05-23,19.31038475036621
2014-05-27,19.67198944091797
2014-05-28,19.62105369567871
2014-05-29,19.97856330871582
2014-05-30,19.903728485107422
2014-06-02,19.766956329345703
2014-06-03,20.04648208618164
2014-06-04,20.275390625
2014-06-05,20.35494041442871
2014-06-06,20.298980712890625
2014-06-09,20.62378692626953
2014-06-10,20.74484634399414
2014-06-11,20.659006118774414
2014-06-12,20.313438415527344
2014-06-13,20.091135025024414
2014-06-16,20.29362678527832
2014-06-17,20.2672119140625
2014-06-18,20.289230346679688
2014-06-19,20.218791961669922
2014-06-20,20.00969696044922
2014-06-23,19.992088317871094
2014-06-24,19.871034622192383
2014-06-25,19.888641357421875
2014-06-26,20.007497787475586
2014-06-27,20.24520492553711
2014-06-30,20.45430564880371
2014-07-01,20.58416748046875
2014-07-02,20.575361251831055
2014-07-03,20.696422576904297
2014-07-07,21.123424530029297
2014-07-08,20.986957550048828
2014-07-09,20.995765686035156
2014-07-10,20.918733596801758
2014-07-11,20.958343505859375
2014-07-14,21.22907257080078
2014-07-15,20.980361938476562
2014-07-16,20.86150360107422
2014-07-17,20.48952293395996
2014-07-18,20.78446388244629
2014-07-21,20.67661476135254
2014-07-22,20.84829330444336
2014-07-23,21.391948699951172
2014-07-24,21.356735229492188
2014-07-25,21.497600555419922
2014-07-28,21.79474639892578
2014-07-29,21.653871536254883
2014-07-30,21.603252410888672
2014-07-31,21.041982650756836
2014-08-01,21.15863800048828
2014-08-04,21.03978157043457
2014-08-05,20.93634033203125
2014-08-06,20.901119232177734
2014-08-07,20.898910522460938
2014-08-08,20.956418991088867
2014-08-11,21.23291778564453
2014-08-12,21.22849464416504
2014-08-13,21.509418487548828
2014-08-14,21.566923141479492
2014-08-15,21.673099517822266
2014-08-18,21.93412208557129
2014-08-19,22.237157821655273
2014-08-20,22.246009826660156
2014-08-21,22.24822425842285
2014-08-22,22.411903381347656
2014-08-25,22.4605712890625
2014-08-26,22.316797256469727
2014-08-27,22.59108543395996
2014-08-28,22.61762237548828
2014-08-29,22.67292594909668
2014-09-02,22.84988784790039
2014-09-03,21.885454177856445
2014-09-04,21.704076766967773
2014-09-05,21.89210319519043
2014-09-08,21.757164001464844
2014-09-09,21.675312042236328
2014-09-10,22.34111976623535
2014-09-11,22.436241149902344
2014-09-12,22.487117767333984
2014-09-15,22.48047637939453
2014-09-16,22.31015396118164
2014-09-17,22.46941566467285
2014-09-18,22.515871047973633
2014-09-19,22.332273483276367
2014-09-22,22.354393005371094
2014-09-23,22.70389175415039
2014-09-24,22.507030487060547
2014-09-25,21.648773193359375
