Forecast
251.67782201787654
251.76256542247182
251.8473088270671
251.9320522316624
252.01679563625768
252.10153904085297
252.18628244544826
252.27102585004354
252.35576925463883
252.44051265923412
252.5252560638294
252.6099994684247
252.69474287301998
252.77948627761526
252.86422968221055
252.94897308680584
253.03371649140112
253.1184598959964
253.2032033005917
253.28794670518698
253.37269010978227
253.45743351437756
253.54217691897284
253.62692032356813
253.71166372816342
253.7964071327587
253.881150537354
253.96589394194928
254.05063734654456
254.13538075113985
254.22012415573514
254.30486756033042
254.3896109649257
254.474354369521
254.55909777411628
254.64384117871157
254.72858458330685
254.81332798790214
254.89807139249743
254.98281479709271
255.067558201688
255.1523016062833
255.23704501087857
255.32178841547386
255.40653182006915
255.49127522466443
255.57601862925972
255.660762033855
255.7455054384503
255.83024884304558
255.91499224764087
255.99973565223615
256.08447905683147
256.1692224614268
256.2539658660221
256.3387092706174
256.42345267521273
256.50819607980804
256.59293948440336
256.6776828889987
256.762426293594
256.8471696981893
256.9319131027846
257.01665650737993
257.10139991197525
257.18614331657056
257.2708867211659
257.3556301257612
257.4403735303565
257.5251169349518
257.60986033954714
257.69460374414246
257.77934714873777
257.8640905533331
257.9488339579284
258.0335773625237
258.11832076711903
258.20306417171435
258.28780757630966
258.372550980905
258.4572943855003
258.5420377900956
258.6267811946909
258.71152459928624
258.79626800388155
258.88101140847687
258.9657548130722
259.0504982176675
259.1352416222628
259.2199850268581
